Team,Season,Time,Name,Status,Position,Market Value,Age,Fee
West Bromwich Albion FC FC,2015/2016,SUMMER,Sebastián Blanco,Out,Attacking Midfield,€5.00m,27,€2.00m
West Bromwich Albion FC FC,2015/2016,SUMMER,Joleon Lescott,Out,Centre-Back,€4.00m,33,€1.40m
West Bromwich Albion FC FC,2015/2016,SUMMER,Youssouf Mulumbu,Out,Defensive Midfield,€3.50m,28,free transfer
West Bromwich Albion FC FC,2015/2016,SUMMER,Chris Baird,Out,Defensive Midfield,€500k,33,free transfer
West Bromwich Albion FC FC,2015/2016,SUMMER,Jason Davidson,Out,Centre-Back,€500k,24,free transfer
West Bromwich Albion FC FC,2015/2016,SUMMER,Liam O'Neil,Out,Defensive Midfield,€100k,22,?
West Bromwich Albion FC FC,2015/2016,SUMMER,Georgios Samaras,Out,Left Winger,€2.00m,30,-
West Bromwich Albion FC FC,2015/2016,SUMMER,Sandro,Out,Central Midfield,€6.00m,27,"End of loan
May 31, 2016"
West Bromwich Albion FC FC,2015/2016,SUMMER,Alex Pritchard,Out,Attacking Midfield,€3.00m,23,"End of loan
May 31, 2016"
West Bromwich Albion FC FC,2015/2016,WINTER,Alex Pritchard,In,Attacking Midfield,€3.00m,22,loan transfer
West Bromwich Albion FC FC,2015/2016,WINTER,Sandro,In,Central Midfield,€8.00m,26,loan transfer
West Bromwich Albion FC FC,2015/2016,WINTER,Anders Lindegaard,Out,Goalkeeper,€1.50m,31,loan transfer
West Bromwich Albion FC FC,2015/2016,WINTER,Serge Gnabry,Out,Left Winger,€3.50m,20,"End of loan
Feb 1, 2016"
West Bromwich Albion FC FC,2016/2017,SUMMER,Nacer Chadli,In,Left Winger,€13.00m,27,€15.20m
West Bromwich Albion FC FC,2016/2017,SUMMER,Matt Phillips,In,Right Winger,€6.00m,25,€6.50m
West Bromwich Albion FC FC,2016/2017,SUMMER,Allan Nyom,In,Right-Back,€4.00m,28,€4.70m
West Bromwich Albion FC FC,2016/2017,SUMMER,Hal Robson-Kanu,In,Centre-Forward,€2.00m,27,free transfer
West Bromwich Albion FC FC,2016/2017,SUMMER,Brendan Galloway,In,Centre-Back,€3.00m,20,loan transfer
West Bromwich Albion FC FC,2016/2017,SUMMER,Kyle Howkins,In,Centre-Back,-,20,-
West Bromwich Albion FC FC,2016/2017,SUMMER,Sam Field,In,Defensive Midfield,-,18,-
West Bromwich Albion FC FC,2016/2017,SUMMER,Jonathan Leko,In,Right Winger,-,17,-
West Bromwich Albion FC FC,2016/2017,SUMMER,Sébastien Pocognoli,In,Left-Back,€750k,29,"End of loan
May 31, 2017"
West Bromwich Albion FC FC,2016/2017,SUMMER,Kyle Howkins,In,Centre-Back,-,21,"End of loan
May 31, 2017"
West Bromwich Albion FC FC,2016/2017,SUMMER,Callum McManaman,In,Right Winger,€4.00m,26,"End of loan
May 31, 2017"
West Bromwich Albion FC FC,2016/2017,SUMMER,James Chester,Out,Centre-Back,€6.00m,27,€9.30m
West Bromwich Albion FC FC,2016/2017,SUMMER,Rickie Lambert,Out,Centre-Forward,€2.50m,34,€2.00m
West Bromwich Albion FC FC,2016/2017,SUMMER,Cristian Gamboa,Out,Right-Back,€1.50m,26,€1.20m
West Bromwich Albion FC FC,2016/2017,SUMMER,Anders Lindegaard,Out,Goalkeeper,€1.50m,32,free transfer
West Bromwich Albion FC FC,2016/2017,SUMMER,Kyle Howkins,Out,Centre-Back,-,20,loan transfer
West Bromwich Albion FC FC,2016/2017,SUMMER,Sébastien Pocognoli,Out,Left-Back,€750k,29,loan transfer
West Bromwich Albion FC FC,2016/2017,SUMMER,Victor Anichebe,Out,Centre-Forward,€2.00m,28,-
West Bromwich Albion FC FC,2016/2017,SUMMER,Stéphane Sessègnon,Out,Attacking Midfield,€3.00m,32,-
West Bromwich Albion FC FC,2016/2017,SUMMER,Marc Wilson,Out,Centre-Back,€2.50m,29,"End of loan
May 31, 2017"
West Bromwich Albion FC FC,2016/2017,WINTER,Jake Livermore,In,Defensive Midfield,€4.50m,27,€11.50m
West Bromwich Albion FC FC,2016/2017,WINTER,Marc Wilson,In,Centre-Back,€3.00m,29,loan transfer
West Bromwich Albion FC FC,2016/2017,WINTER,Saido Berahino,Out,Centre-Forward,€15.00m,23,€13.90m
West Bromwich Albion FC FC,2016/2017,WINTER,Craig Gardner,Out,Central Midfield,€3.50m,30,"Loan fee:
€575k"
West Bromwich Albion FC FC,2016/2017,WINTER,Jonas Olsson,Out,Centre-Back,€1.50m,34,free transfer
West Bromwich Albion FC FC,2016/2017,WINTER,Callum McManaman,Out,Right Winger,€4.00m,25,loan transfer
West Bromwich Albion FC FC,2016/2017,WINTER,Brendan Galloway,Out,Centre-Back,€3.00m,21,"End of loan
Apr 9, 2017"
West Bromwich Albion FC FC,2017/2018,SUMMER,Oliver Burke,In,Centre-Forward,€7.00m,20,€15.20m
West Bromwich Albion FC FC,2017/2018,SUMMER,Jay Rodríguez,In,Centre-Forward,€10.00m,27,€13.70m
West Bromwich Albion FC FC,2017/2018,SUMMER,Kieran Gibbs,In,Left-Back,€10.00m,27,€7.50m
West Bromwich Albion FC FC,2017/2018,SUMMER,Yuning Zhang,In,Centre-Forward,€700k,20,€7.20m
West Bromwich Albion FC FC,2017/2018,SUMMER,Gareth Barry,In,Defensive Midfield,€1.50m,36,€1.10m
West Bromwich Albion FC FC,2017/2018,SUMMER,Ahmed Hegazy,In,Centre-Back,€1.00m,26,"Loan fee:
€1.00m"
West Bromwich Albion FC FC,2017/2018,SUMMER,Grzegorz Krychowiak,In,Defensive Midfield,€25.00m,27,loan transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Kyle Edwards,In,Left Winger,-,19,-
West Bromwich Albion FC FC,2017/2018,SUMMER,Alex Palmer,In,Goalkeeper,-,20,-
West Bromwich Albion FC FC,2017/2018,SUMMER,Craig Gardner,In,Central Midfield,€3.50m,30,"End of loan
Jun 30, 2017"
West Bromwich Albion FC FC,2017/2018,SUMMER,Kyle Edwards,In,Left Winger,-,20,"End of loan
May 31, 2018"
West Bromwich Albion FC FC,2017/2018,SUMMER,Kyle Howkins,In,Centre-Back,-,22,"End of loan
May 31, 2018"
West Bromwich Albion FC FC,2017/2018,SUMMER,Craig Gardner,Out,Central Midfield,€3.50m,30,€1.75m
West Bromwich Albion FC FC,2017/2018,SUMMER,Yuning Zhang,Out,Centre-Forward,€700k,20,"Loan fee:
€300k"
West Bromwich Albion FC FC,2017/2018,SUMMER,Sébastien Pocognoli,Out,Left-Back,€750k,29,free transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Darren Fletcher,Out,Central Midfield,€2.00m,33,free transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Callum McManaman,Out,Right Winger,€3.50m,26,free transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Kyle Howkins,Out,Centre-Back,-,21,loan transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Kyle Edwards,Out,Left Winger,-,19,loan transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Jonathan Leko,Out,Right Winger,€1.50m,18,loan transfer
West Bromwich Albion FC FC,2017/2018,SUMMER,Daniel Sturridge,Out,Centre-Forward,€15.00m,28,"End of loan
May 31, 2018"
West Bromwich Albion FC FC,2017/2018,WINTER,Ahmed Hegazy,In,Centre-Back,€3.00m,26,€5.00m
West Bromwich Albion FC FC,2017/2018,WINTER,Daniel Sturridge,In,Centre-Forward,€20.00m,28,"Loan fee:
€2.30m"
West Bromwich Albion FC FC,2017/2018,WINTER,Ali Gabr,In,Centre-Back,€1.20m,29,"Loan fee:
€500k"
West Bromwich Albion FC FC,2017/2018,WINTER,Kyle Howkins,In,Centre-Back,-,21,"End of loan
Nov 12, 2017"
West Bromwich Albion FC FC,2017/2018,WINTER,Jonathan Leko,In,Right Winger,€1.50m,18,"End of loan
Jan 1, 2018"
West Bromwich Albion FC FC,2017/2018,WINTER,Kyle Howkins,Out,Centre-Back,-,21,loan transfer
West Bromwich Albion FC FC,2017/2018,WINTER,Ahmed Hegazy,Out,Centre-Back,€3.00m,26,"End of loan
Dec 31, 2017"
West Bromwich Albion FC FC,2020/2021,SUMMER,Karlan Grant,In,Centre-Forward,€8.00m,23,€16.50m
West Bromwich Albion FC FC,2020/2021,SUMMER,Grady Diangana,In,Right Winger,€4.50m,22,€13.50m
West Bromwich Albion FC FC,2020/2021,SUMMER,Matheus Pereira,In,Attacking Midfield,€9.50m,24,€8.25m
West Bromwich Albion FC FC,2020/2021,SUMMER,David Button,In,Goalkeeper,€1.20m,31,€1.10m
West Bromwich Albion FC FC,2020/2021,SUMMER,Cédric Kipré,In,Centre-Back,€1.20m,23,€1.10m
West Bromwich Albion FC FC,2020/2021,SUMMER,Branislav Ivanovic,In,Right-Back,€1.00m,36,free transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Callum Robinson,In,Centre-Forward,€5.50m,25,?
West Bromwich Albion FC FC,2020/2021,SUMMER,Filip Krovinovic,In,Defensive Midfield,€3.20m,25,loan transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Conor Gallagher,In,Central Midfield,€5.40m,20,loan transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Josh Griffiths,In,Goalkeeper,-,18,-
West Bromwich Albion FC FC,2020/2021,SUMMER,Kenneth Zohore,In,Centre-Forward,€2.50m,27,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Charlie Austin,In,Centre-Forward,€2.00m,31,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Rekeem Harper,In,Central Midfield,€2.50m,21,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Sam Field,In,Defensive Midfield,€1.00m,23,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Alex Palmer,In,Goalkeeper,-,24,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Josh Griffiths,In,Goalkeeper,€500k,19,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Oliver Burke,In,Centre-Forward,€4.80m,23,"End of loan
Jul 20, 2020"
West Bromwich Albion FC FC,2020/2021,SUMMER,Sam Field,In,Defensive Midfield,€1.00m,22,"End of loan
Jul 31, 2020"
West Bromwich Albion FC FC,2020/2021,SUMMER,Oliver Burke,Out,Centre-Forward,€4.80m,23,€6.50m
West Bromwich Albion FC FC,2020/2021,SUMMER,Jonathan Leko,Out,Right Winger,€1.30m,21,€1.10m
West Bromwich Albion FC FC,2020/2021,SUMMER,Ahmed Hegazy,Out,Centre-Back,€3.50m,29,"Loan fee:
€500k"
West Bromwich Albion FC FC,2020/2021,SUMMER,Chris Brunt,Out,Central Midfield,€600k,35,free transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Nathan Ferguson,Out,Centre-Back,€4.00m,19,free transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Josh Griffiths,Out,Goalkeeper,-,18,loan transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Kenneth Zohore,Out,Centre-Forward,€3.50m,26,loan transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Alex Palmer,Out,Goalkeeper,-,24,loan transfer
West Bromwich Albion FC FC,2020/2021,SUMMER,Gareth Barry,Out,Defensive Midfield,€325k,39,-
West Bromwich Albion FC FC,2020/2021,SUMMER,Ali Al-Habsi,Out,Goalkeeper,€250k,38,-
West Bromwich Albion FC FC,2020/2021,SUMMER,Ainsley Maitland-Niles,Out,Right-Back,€18.00m,23,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Conor Gallagher,Out,Central Midfield,€12.00m,21,"End of loan
May 31, 2021"
West Bromwich Albion FC FC,2020/2021,SUMMER,Filip Krovinovic,Out,Defensive Midfield,€3.20m,24,"End of loan
Jul 31, 2020"
West Bromwich Albion FC FC,2020/2021,SUMMER,Callum Robinson,Out,Centre-Forward,€5.50m,25,"End of loan
Jul 31, 2020"
West Bromwich Albion FC FC,2020/2021,SUMMER,Matheus Pereira,Out,Attacking Midfield,€9.50m,24,"End of loan
Jul 31, 2020"
West Bromwich Albion FC FC,2020/2021,SUMMER,Grady Diangana,Out,Right Winger,€4.50m,22,"End of loan
Jul 31, 2020"
West Bromwich Albion FC FC,2020/2021,WINTER,Mbaye Diagne,In,Centre-Forward,€3.20m,29,"Loan fee:
€1.58m"
West Bromwich Albion FC FC,2020/2021,WINTER,Robert Snodgrass,In,Right Winger,€4.00m,33,€110k
West Bromwich Albion FC FC,2020/2021,WINTER,Andy Lonergan,In,Goalkeeper,€250k,37,free transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Okay Yokuşlu,In,Defensive Midfield,€4.00m,26,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Ainsley Maitland-Niles,In,Right-Back,€18.00m,23,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Jonathan Bond,Out,Goalkeeper,€250k,27,free transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Charlie Austin,Out,Centre-Forward,€3.20m,31,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Rekeem Harper,Out,Central Midfield,€2.30m,20,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Cédric Kipré,Out,Centre-Back,€1.20m,24,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Sam Field,Out,Defensive Midfield,€1.00m,22,loan transfer
West Bromwich Albion FC FC,2020/2021,WINTER,Filip Krovinovic,Out,Defensive Midfield,€6.50m,25,"End of loan
Jan 21, 2021"
West Ham United FC,2014/2015,WINTER,Doneil Henry,In,Centre-Back,€150k,21,€1.90m
West Ham United FC,2014/2015,WINTER,Nenê,In,Attacking Midfield,€1.50m,33,-
West Ham United FC,2014/2015,WINTER,Raphael Spiegel,In,Goalkeeper,€500k,22,"End of loan
Mar 23, 2015"
West Ham United FC,2014/2015,WINTER,Sean Maguire,In,Centre-Forward,-,20,"End of loan
Jan 18, 2015"
West Ham United FC,2014/2015,WINTER,Doneil Henry,In,Centre-Back,€500k,21,"End of loan
Apr 6, 2015"
West Ham United FC,2014/2015,WINTER,Diego Poyet,In,Central Midfield,€500k,19,"End of loan
Dec 6, 2014"
West Ham United FC,2014/2015,WINTER,Jaanai Gordon,In,Centre-Forward,-,19,"End of loan
Feb 22, 2015"
West Ham United FC,2014/2015,WINTER,Ravel Morrison,In,Attacking Midfield,€3.50m,21,"End of loan
Dec 16, 2014"
West Ham United FC,2014/2015,WINTER,Ricardo Vaz Tê,Out,Right Winger,€2.50m,28,free transfer
West Ham United FC,2014/2015,WINTER,Jaanai Gordon,Out,Centre-Forward,-,19,loan transfer
West Ham United FC,2014/2015,WINTER,Diego Poyet,Out,Central Midfield,€500k,19,loan transfer
West Ham United FC,2014/2015,WINTER,Mauro Zárate,Out,Centre-Forward,€4.00m,27,loan transfer
West Ham United FC,2014/2015,WINTER,Paul McCallum,Out,Centre-Forward,€50k,21,loan transfer
West Ham United FC,2014/2015,WINTER,Sean Maguire,Out,Centre-Forward,-,20,loan transfer
West Ham United FC,2014/2015,WINTER,Doneil Henry,Out,Centre-Back,€500k,21,loan transfer
West Ham United FC,2014/2015,WINTER,Raphael Spiegel,Out,Goalkeeper,€500k,22,loan transfer
West Ham United FC,2014/2015,WINTER,Danny Whitehead,Out,Central Midfield,-,21,-
West Ham United FC,2014/2015,WINTER,Ravel Morrison,Out,Attacking Midfield,€3.50m,22,-
West Ham United FC FC,2014/2015,SUMMER,Enner Valencia,In,Centre-Forward,€1.60m,24,€15.00m
West Ham United FC FC,2014/2015,SUMMER,Cheikhou Kouyaté,In,Defensive Midfield,€7.00m,24,€7.50m
West Ham United FC FC,2014/2015,SUMMER,Diafra Sakho,In,Centre-Forward,€3.00m,24,€5.00m
West Ham United FC FC,2014/2015,SUMMER,Aaron Cresswell,In,Left-Back,€1.50m,24,€4.75m
West Ham United FC FC,2014/2015,SUMMER,Morgan Amalfitano,In,Right Midfield,€4.75m,29,€1.00m
West Ham United FC FC,2014/2015,SUMMER,Alex Song,In,Defensive Midfield,€14.00m,26,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Diego Poyet,In,Central Midfield,€500k,19,?
West Ham United FC FC,2014/2015,SUMMER,Mauro Zárate,In,Centre-Forward,€4.00m,27,?
West Ham United FC FC,2014/2015,SUMMER,Carl Jenkinson,In,Right-Back,€6.00m,22,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Moses Makasi,In,Central Midfield,-,18,-
West Ham United FC FC,2014/2015,SUMMER,Jaanai Gordon,In,Centre-Forward,-,19,"End of loan
May 1, 2015"
West Ham United FC FC,2014/2015,SUMMER,Mauro Zárate,In,Centre-Forward,€3.50m,28,"End of loan
May 31, 2015"
West Ham United FC FC,2014/2015,SUMMER,Paul McCallum,In,Centre-Forward,€50k,21,"End of loan
May 31, 2015"
West Ham United FC FC,2014/2015,SUMMER,Sean Maguire,In,Centre-Forward,-,21,"End of loan
May 31, 2015"
West Ham United FC FC,2014/2015,SUMMER,Raphael Spiegel,In,Goalkeeper,€500k,21,"End of loan
Aug 18, 2014"
West Ham United FC FC,2014/2015,SUMMER,Sean Maguire,In,Centre-Forward,-,20,"End of loan
Aug 29, 2014"
West Ham United FC FC,2014/2015,SUMMER,Ravel Morrison,In,Attacking Midfield,€4.00m,21,"End of loan
Jun 30, 2014"
West Ham United FC FC,2014/2015,SUMMER,Mohamed Diamé,Out,Central Midfield,€7.00m,27,€4.40m
West Ham United FC FC,2014/2015,SUMMER,Jordan Spence,Out,Right-Back,€250k,24,free transfer
West Ham United FC FC,2014/2015,SUMMER,Stephen Henderson,Out,Goalkeeper,€1.00m,26,free transfer
West Ham United FC FC,2014/2015,SUMMER,Joe Cole,Out,Attacking Midfield,€2.50m,32,free transfer
West Ham United FC FC,2014/2015,SUMMER,Matthew Taylor,Out,Left Midfield,€1.50m,32,free transfer
West Ham United FC FC,2014/2015,SUMMER,Ravel Morrison,Out,Attacking Midfield,€3.50m,21,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Sean Maguire,Out,Centre-Forward,-,20,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Raphael Spiegel,Out,Goalkeeper,€500k,21,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Modibo Maïga,Out,Centre-Forward,€1.50m,26,loan transfer
West Ham United FC FC,2014/2015,SUMMER,Alou Diarra,Out,Defensive Midfield,€1.00m,32,-
West Ham United FC FC,2014/2015,SUMMER,Jack Collison,Out,Central Midfield,€2.00m,25,-
West Ham United FC FC,2014/2015,SUMMER,George McCartney,Out,Left-Back,-,33,-
West Ham United FC FC,2014/2015,SUMMER,Marco Borriello,Out,Centre-Forward,€4.50m,32,"End of loan
Jun 30, 2014"
West Ham United FC FC,2014/2015,SUMMER,Pablo Armero,Out,Left Midfield,€7.00m,27,"End of loan
Jun 30, 2014"
West Ham United FC FC,2014/2015,SUMMER,Antonio Nocerino,Out,Central Midfield,€4.50m,29,"End of loan
Jun 30, 2014"
West Ham United FC FC,2015/2016,SUMMER,Dimitri Payet,In,Attacking Midfield,€13.00m,28,€15.00m
West Ham United FC FC,2015/2016,SUMMER,Angelo Ogbonna,In,Centre-Back,€9.00m,27,€11.00m
West Ham United FC FC,2015/2016,SUMMER,Michail Antonio,In,Centre-Forward,€2.50m,25,€9.50m
West Ham United FC FC,2015/2016,SUMMER,Pedro Obiang,In,Central Midfield,€8.00m,23,€6.00m
West Ham United FC FC,2015/2016,SUMMER,Nikica Jelavic,In,Centre-Forward,€6.50m,30,€4.10m
West Ham United FC FC,2015/2016,SUMMER,Stephen Hendrie,In,Left-Back,€1.00m,20,€1.30m
West Ham United FC FC,2015/2016,SUMMER,Darren Randolph,In,Goalkeeper,€1.00m,28,free transfer
West Ham United FC FC,2015/2016,SUMMER,Victor Moses,In,Right Winger,€7.50m,24,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Alex Song,In,Defensive Midfield,€12.00m,27,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Manuel Lanzini,In,Attacking Midfield,€6.00m,22,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Josh Cullen,In,Defensive Midfield,-,19,-
West Ham United FC FC,2015/2016,SUMMER,Sam Westley,In,Right-Back,-,21,-
West Ham United FC FC,2015/2016,SUMMER,Reece Oxford,In,Centre-Back,-,16,-
West Ham United FC FC,2015/2016,SUMMER,Djair Parfitt,In,Left Winger,-,18,-
West Ham United FC FC,2015/2016,SUMMER,Reece Burke,In,Centre-Back,-,18,-
West Ham United FC FC,2015/2016,SUMMER,Diego Poyet,In,Central Midfield,€750k,21,"End of loan
May 31, 2016"
West Ham United FC FC,2015/2016,SUMMER,Josh Cullen,In,Defensive Midfield,-,20,"End of loan
May 31, 2016"
West Ham United FC FC,2015/2016,SUMMER,Reece Burke,In,Centre-Back,€1.00m,19,"End of loan
May 31, 2016"
West Ham United FC FC,2015/2016,SUMMER,Modibo Maïga,In,Centre-Forward,€2.00m,27,"End of loan
Jun 30, 2015"
West Ham United FC FC,2015/2016,SUMMER,Stewart Downing,Out,Left Midfield,€6.00m,30,€7.90m
West Ham United FC FC,2015/2016,SUMMER,Modibo Maïga,Out,Centre-Forward,€2.00m,27,€4.00m
West Ham United FC FC,2015/2016,SUMMER,Dan Potts,Out,Centre-Back,€250k,21,free transfer
West Ham United FC FC,2015/2016,SUMMER,Nenê,Out,Attacking Midfield,€1.00m,34,free transfer
West Ham United FC FC,2015/2016,SUMMER,Paul McCallum,Out,Centre-Forward,€50k,21,free transfer
West Ham United FC FC,2015/2016,SUMMER,Sean Maguire,Out,Centre-Forward,-,21,free transfer
West Ham United FC FC,2015/2016,SUMMER,Jussi Jääskeläinen,Out,Goalkeeper,€250k,40,free transfer
West Ham United FC FC,2015/2016,SUMMER,Reece Burke,Out,Centre-Back,€750k,18,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Diego Poyet,Out,Central Midfield,€750k,20,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Sam Westley,Out,Right-Back,-,21,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Matt Jarvis,Out,Left Winger,€3.00m,29,loan transfer
West Ham United FC FC,2015/2016,SUMMER,Morgan Amalfitano,Out,Right Midfield,€5.00m,30,-
West Ham United FC FC,2015/2016,SUMMER,Kevin Nolan,Out,Attacking Midfield,€2.00m,33,-
West Ham United FC FC,2015/2016,SUMMER,Guy Demel,Out,Right-Back,€500k,34,-
West Ham United FC FC,2015/2016,SUMMER,Carlton Cole,Out,Centre-Forward,€1.50m,31,-
West Ham United FC FC,2015/2016,SUMMER,Victor Moses,Out,Right Winger,€7.50m,25,"End of loan
May 31, 2016"
West Ham United FC FC,2015/2016,SUMMER,Alex Song,Out,Defensive Midfield,€15.00m,27,"End of loan
Jun 30, 2015"
West Ham United FC FC,2015/2016,WINTER,Sam Byram,In,Left-Back,€3.50m,22,€4.80m
West Ham United FC FC,2015/2016,WINTER,Emmanuel Emenike,In,Centre-Forward,€10.00m,28,"Loan fee:
€1.00m"
West Ham United FC FC,2015/2016,WINTER,Diego Poyet,In,Central Midfield,€750k,20,"End of loan
Jan 3, 2016"
West Ham United FC FC,2015/2016,WINTER,Matt Jarvis,In,Left Winger,€3.00m,29,"End of loan
Jan 1, 2016"
West Ham United FC FC,2015/2016,WINTER,Doneil Henry,In,Centre-Back,€500k,22,"End of loan
Jan 3, 2016"
West Ham United FC FC,2015/2016,WINTER,Stephen Hendrie,In,Left-Back,€1.00m,21,"End of loan
Feb 14, 2016"
West Ham United FC FC,2015/2016,WINTER,Matt Jarvis,Out,Left Winger,€3.00m,29,€3.40m
West Ham United FC FC,2015/2016,WINTER,Mauro Zárate,Out,Centre-Forward,€3.00m,28,€2.10m
West Ham United FC FC,2015/2016,WINTER,Nikica Jelavic,Out,Centre-Forward,€4.00m,30,€1.12m
West Ham United FC FC,2015/2016,WINTER,Doneil Henry,Out,Centre-Back,€500k,22,loan transfer
West Ham United FC FC,2015/2016,WINTER,Stephen Hendrie,Out,Left-Back,€1.00m,21,loan transfer
West Ham United FC FC,2015/2016,WINTER,Josh Cullen,Out,Defensive Midfield,-,19,loan transfer
West Ham United FC FC,2015/2016,WINTER,Jaanai Gordon,Out,Centre-Forward,-,20,loan transfer
West Ham United FC FC,2015/2016,WINTER,Diego Poyet,Out,Central Midfield,€750k,20,loan transfer
West Ham United FC FC,2015/2016,WINTER,Carl Jenkinson,Out,Right-Back,€8.00m,23,"End of loan
Jan 31, 2016"
West Ham United FC FC,2016/2017,SUMMER,André Ayew,In,Centre-Forward,€18.00m,26,€24.10m
West Ham United FC FC,2016/2017,SUMMER,Manuel Lanzini,In,Attacking Midfield,€9.00m,23,€12.00m
West Ham United FC FC,2016/2017,SUMMER,Arthur Masuaku,In,Left-Back,€7.00m,22,€7.10m
West Ham United FC FC,2016/2017,SUMMER,Edimilson Fernandes,In,Defensive Midfield,€4.50m,20,€6.40m
West Ham United FC FC,2016/2017,SUMMER,Simone Zaza,In,Centre-Forward,€15.00m,25,"Loan fee:
€5.00m"
West Ham United FC FC,2016/2017,SUMMER,Jonathan Calleri,In,Centre-Forward,€10.00m,22,"Loan fee:
€4.70m"
West Ham United FC FC,2016/2017,SUMMER,Gökhan Töre,In,Right Winger,€15.00m,24,"Loan fee:
€3.00m"
West Ham United FC FC,2016/2017,SUMMER,Håvard Nordtveit,In,Defensive Midfield,€6.00m,26,free transfer
West Ham United FC FC,2016/2017,SUMMER,Álvaro Arbeloa,In,Right-Back,€2.00m,33,free transfer
West Ham United FC FC,2016/2017,SUMMER,Sofiane Feghouli,In,Defensive Midfield,€15.00m,26,free transfer
West Ham United FC FC,2016/2017,SUMMER,Ashley Fletcher,In,Centre-Forward,€250k,20,free transfer
West Ham United FC FC,2016/2017,SUMMER,Stephen Hendrie,In,Left-Back,€750k,22,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,Jaanai Gordon,In,Centre-Forward,-,20,"End of loan
Jun 30, 2016"
West Ham United FC FC,2016/2017,SUMMER,Reece Burke,In,Centre-Back,€1.00m,20,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,Sam Westley,In,Right-Back,€25k,22,"End of loan
Jun 30, 2016"
West Ham United FC FC,2016/2017,SUMMER,Enner Valencia,In,Centre-Forward,€10.00m,27,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,Jaanai Gordon,In,Centre-Forward,-,21,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,Josh Cullen,In,Defensive Midfield,€250k,21,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,Reece Oxford,In,Centre-Back,€4.00m,18,"End of loan
May 31, 2017"
West Ham United FC FC,2016/2017,SUMMER,James Tomkins,Out,Centre-Back,€6.00m,27,€11.70m
West Ham United FC FC,2016/2017,SUMMER,Josh Cullen,Out,Defensive Midfield,€250k,20,loan transfer
West Ham United FC FC,2016/2017,SUMMER,Enner Valencia,Out,Centre-Forward,€10.00m,26,loan transfer
West Ham United FC FC,2016/2017,SUMMER,Doneil Henry,Out,Centre-Back,€500k,23,loan transfer
West Ham United FC FC,2016/2017,SUMMER,Reece Burke,Out,Centre-Back,€1.00m,19,loan transfer
West Ham United FC FC,2016/2017,SUMMER,Stephen Hendrie,Out,Left-Back,€1.00m,21,loan transfer
West Ham United FC FC,2016/2017,SUMMER,Joey O'Brien,Out,Right-Back,-,30,-
West Ham United FC FC,2016/2017,SUMMER,Diego Poyet,Out,Central Midfield,€750k,21,-
West Ham United FC FC,2016/2017,SUMMER,Manuel Lanzini,Out,Attacking Midfield,€9.00m,23,"End of loan
Jun 30, 2016"
